iteration,average_reward,average_loss,average_latency,policy_losses,value_losses,greedy_latencies
0,-7.8226959158326075,0.00010046677198261023,1112.6872796509472,0.00010046677198261023,7.448879241943359,817.9917197287423
1,-7.653789775863423,0.032205816358327866,1086.583886640828,0.032205816358327866,7.747437477111816,805.2633418463298
2,-7.90250432678544,0.02829338237643242,1120.996345006323,0.02829338237643242,7.22198486328125,805.2633418463298
