query_graph_count,inner_learning_rate,checkpoint_is_best_val,support_graphs_per_meta_task,NumTrajs,MaxReturn,support_trajectories_per_meta_task,seed,AverageReturn,PolicyExecTime,Itr,outer_learning_rate,StdReturn,ppo_batch_size_trajectories,Average greedy latency,,checkpoint_selection_metric,validation_query_composite_objective,outer_update_count,validation_query_mean_latency_k3,hyperparameter_provenance.policy,split_version,value_clip_epsilon,split_role,outer_update_method,Average latency,,Average reward, ,AverageDiscountedReturn,validation_query_mean_latency_k0,k_steps,entropy_coefficient,validation_query_composite_objective_k0,Average energy,,EnvExecTime,MinReturn,meta_batch_size_distributions
80,0.0005,1,20,10000,0.8999926284564052,20,0,0.391023815425837,27.02762460708618,0,0.0005,0.16575547637836355,20,623.5231310930933,validation_query_composite_objective,0.47443161753629337,1,878.5137013486217,fixed_literature_derived_defaults,MARGO-SPLIT-v1,0.2,meta_train_support,mrlco_first_order_mean_pseudogradient,986.3037360527134,0.391023815425837,0.3635015923714467,982.1862808829086,3,0.0,0.4089385951166221,873.090525335894,297.357950925827,-0.6762147870936226,10
