Task,Action,Decisions,Share,Avg Latency,Avg Energy,Avg Depth,Avg Pred.,Avg Succ.
T1,Local,698,34.90%,67.67684361722885,67.67684361722885,0.7607449856733525,2.4613180515759314,1.7134670487106016
T1,MEC,1167,58.35%,127.94216619958084,10.376947642651018,0.5098543273350471,1.6666666666666667,2.4138817480719794
T1,V2V,135,6.75%,195.07543865203857,49.574231036461725,1.037037037037037,3.362962962962963,0.7703703703703704
T2,Local,687,34.35%,70.73798012768164,70.73798012768164,0.784570596797671,2.0407569141193593,1.3784570596797672
T2,MEC,1166,58.30%,128.0302294965294,10.420230008129746,0.5377358490566038,1.3430531732418525,1.9579759862778732
T2,V2V,147,7.35%,202.33912313033122,51.707560564106004,1.0068027210884354,2.2993197278911564,0.5170068027210885
